name        |obsid      |ra         |dec       |start_time         |processing_date    |xrt_exposure|uvot_exposure|bat_exposure|archive_date|_offset
ASASSN-14LI |00094094013|12 48 04.46|17 43 41.0|2018-04-16T15:47:57|2018-04-26T00:00:00|  1614.70200|   1602.70700|  1621.00000|  2018-04-27| 3.7668
BRUTUS6984_2|00033539089|12 48 25.67|17 43 41.9|2016-02-14T18:48:58|2016-02-24T00:00:00|  1812.80900|   1776.70800|  1826.00000|  2016-02-25| 3.7011
BRUTUS6984_2|00033539025|12 48 12.89|17 43 43.8|2015-02-12T18:33:59|2015-02-22T00:00:00|  1837.67100|   1770.79500|  1863.00000|  2015-02-23| 2.7677
ASASSN-14LI |00094094001|12 48 07.46|17 43 46.3|2018-04-15T00:17:24|2018-04-25T00:00:00|  1140.81800|   1128.01600|  1146.00000|  2018-04-26| 3.2484
ASASSN-14LI |00095140003|12 48 03.51|17 43 51.3|2019-04-12T19:12:34|2019-04-22T00:00:00|   396.23100|    380.81200|   409.00000|  2019-04-23| 3.8050
BRUTUS6984_2|00033539028|12 48 21.31|17 43 51.9|2015-02-21T20:07:59|2015-03-03T00:00:00|  2858.30500|   2782.40400|  2876.00000|  2015-03-04| 2.9538
BRUTUS6984_2|00033539041|12 48 14.84|17 43 54.3|2015-04-08T06:35:59|2015-04-18T00:00:00|  2043.41800|   2109.38400|  2157.00000|  2015-04-19| 2.5382
ASASSN-14LI |00094094006|12 48 04.42|17 44 03.3|2018-04-15T19:09:57|2018-04-25T00:00:00|  1652.31100|   1640.03200|  1659.00000|  2018-04-26| 3.5098
BRUTUS6984_2|00033539030|12 48 29.89|17 44 06.0|2015-02-27T21:13:58|2015-03-09T00:00:00|  3022.85300|   2901.60300|  3049.00000|  2015-03-10| 4.2015
ASASSN-14LI |00095140005|12 48 14.14|17 44 15.0|2019-04-23T05:20:35|2019-05-03T00:00:00|  1925.59600|   1849.76900|  1943.00000|  2019-05-04| 2.2063
BRUTUS6984_2|00033539098|12 48 04.50|17 44 20.9|2016-06-15T08:07:58|2016-06-25T00:00:00|  2004.85500|   1969.44200|  2018.00000|  2016-06-26| 3.3019
BRUTUS6984_2|00033539050|12 48 08.33|17 44 25.5|2015-05-08T05:09:59|2015-05-18T00:00:00|  2652.80800|   2614.81200|  2664.00000|  2015-05-19| 2.6001
BRUTUS6984_2|00033539090|12 48 21.31|17 44 28.8|2016-02-17T16:51:58|2016-02-27T00:00:00|  1959.86300|   1924.50500|  1971.00000|  2016-02-28| 2.4379
